threat_id,threat_actor,threat_category,attack_technique,targeted_industry,targeted_asset_type,campaign_active,threat_frequency,exploit_probability,geographic_scope,severity,intelligence_confidence,first_seen,last_seen,associated_cve,ransomware_indicator,data_exfiltration_risk
THREAT-00153,Lazarus Group,Data Exfiltration,T1082 System Information Discovery,Government,Payment Gateway,False,42,0.15,Americas,Medium,Low,2021-05-03,2021-10-30,CVE-2026-7244,False,False
THREAT-00154,Cybercrime Syndicate,Cryptojacking,T1021 Remote Services,Insurance,SaaS Application,False,13,0.11,Global,Critical,Medium,2023-08-02,2023-11-24,,False,False
THREAT-00155,Conti,Supply Chain Attack,T1190 Exploit Public-Facing Application,Manufacturing,API Gateway,False,15,0.41,Global,Critical,Medium,2025-08-01,2026-02-21,,False,True
THREAT-00156,Mustang Panda,Cloud Misconfiguration Exploitation,T1133 External Remote Services,Energy,Web Server,False,20,0.37,Asia-Pacific,High,High,2021-10-23,2022-07-01,,False,False
THREAT-00157,Nation-State (Iran),Cloud Misconfiguration Exploitation,T1027 Obfuscated Files or Information,Telecom,SaaS Application,True,17,0.28,Global,Low,High,2024-06-24,2024-08-26,CVE-2026-11756,False,True
THREAT-00158,SilverFox,Cloud Misconfiguration Exploitation,T1055 Process Injection,E-commerce,Kubernetes Cluster,False,65,0.5,India,Critical,Medium,2023-07-17,2024-01-09,,False,False
THREAT-00159,Cybercrime Syndicate,Insider Threat,T1105 Ingress Tool Transfer,Insurance,Payment Gateway,True,5,0.16,EMEA,Low,Medium,2026-02-14,2026-05-12,,False,True
THREAT-00160,Scattered Spider,Zero-Day Exploit,T1486 Data Encrypted for Impact,E-commerce,Email Server,False,9,0.35,Asia-Pacific,Low,Low,2025-03-21,2025-09-30,,False,False
THREAT-00161,Nation-State (China),Cloud Misconfiguration Exploitation,T1566 Phishing,IT Services,Payment Gateway,False,9,0.17,Asia-Pacific,Low,Low,2024-11-11,2025-01-30,,False,False
THREAT-00162,Scattered Spider,Business Email Compromise,T1105 Ingress Tool Transfer,E-commerce,Payment Gateway,False,70,0.3,India,High,Medium,2022-08-31,2023-02-01,CVE-2026-82643,False,False
THREAT-00163,Nation-State (China),Cloud Misconfiguration Exploitation,T1021 Remote Services,Government,Database Server,True,38,0.22,EMEA,Critical,Medium,2025-06-24,2025-08-27,,False,False
THREAT-00164,Kimsuky,DDoS,T1027 Obfuscated Files or Information,Government,Web Server,False,79,0.64,India,Medium,Low,2025-02-25,2026-01-26,CVE-2026-67440,False,False
THREAT-00165,Nation-State (Iran),Phishing,T1110 Brute Force,Energy,Database Server,True,85,0.19,India,Critical,Low,2023-04-11,2023-06-18,CVE-2026-65884,False,False
THREAT-00166,ALPHV,Data Exfiltration,T1059 Command and Scripting Interpreter,Energy,Cloud VM,True,17,0.19,Global,High,Low,2023-08-16,2024-04-29,,False,False
THREAT-00167,FIN7,Credential Theft,T1059 Command and Scripting Interpreter,Government,Payment Gateway,True,88,0.49,Americas,Low,Low,2022-06-23,2023-06-14,,False,False
THREAT-00168,Cybercrime Syndicate,Insider Threat,T1562 Impair Defenses,Education,SaaS Application,False,3,0.35,India,Medium,Low,2021-12-01,2022-03-30,CVE-2026-71932,False,True
THREAT-00169,FIN7,Credential Theft,T1055 Process Injection,Energy,API Gateway,False,20,0.17,EMEA,Medium,Medium,2024-01-24,2024-11-05,,False,False
THREAT-00170,TA505,Cryptojacking,T1036 Masquerading,Insurance,Cloud VM,False,22,0.48,India,Low,Medium,2025-08-30,2026-01-09,CVE-2026-84645,False,False
THREAT-00171,Sandworm,Zero-Day Exploit,T1055 Process Injection,Energy,Web Server,False,54,0.5,India,Critical,Medium,2025-05-04,2026-03-13,,False,True
THREAT-00172,Unknown,Web Application Attack,T1190 Exploit Public-Facing Application,E-commerce,Web Server,False,95,0.26,Asia-Pacific,Low,Medium,2023-09-04,2024-02-02,CVE-2026-44792,False,True
THREAT-00173,Script Kiddie,Supply Chain Attack,T1562 Impair Defenses,Government,Cloud VM,False,16,0.31,India,Critical,Low,2022-01-30,2022-05-24,,False,True
THREAT-00174,Sandworm,Web Application Attack,T1070 Indicator Removal,Education,Employee Laptop,False,50,0.12,Global,Low,Medium,2021-07-21,2021-12-22,,False,False
THREAT-00175,Script Kiddie,DDoS,T1048 Exfiltration Over Alternative Protocol,Education,Database Server,False,127,0.84,Global,High,High,2022-02-03,2022-12-05,,False,False
THREAT-00176,Hacktivist Group,DDoS,T1071 Application Layer Protocol,Energy,Domain Controller,True,166,0.5,Americas,Critical,Low,2021-04-05,2022-03-18,,False,False
THREAT-00177,REvil,DDoS,T1059 Command and Scripting Interpreter,E-commerce,Cloud VM,True,161,0.75,Asia-Pacific,Medium,High,2021-10-19,2022-02-25,CVE-2026-68585,False,False
THREAT-00178,Mustang Panda,Insider Threat,T1566 Phishing,Energy,Domain Controller,False,3,0.26,EMEA,Medium,Low,2023-09-25,2024-04-12,CVE-2026-24895,False,True
THREAT-00179,Lazarus Group,Phishing,T1070 Indicator Removal,Manufacturing,API Gateway,False,77,0.29,Global,Medium,Medium,2024-07-31,2024-12-27,,False,False
THREAT-00180,Nation-State (Russia),Ransomware,T1078 Valid Accounts,E-commerce,Storage Bucket,False,45,0.46,Americas,Medium,Low,2023-03-23,2023-12-15,CVE-2026-72791,True,False
THREAT-00181,Conti,Data Exfiltration,T1133 External Remote Services,E-commerce,Email Server,True,90,0.58,Global,High,Low,2022-02-03,2022-03-01,,False,True
THREAT-00182,LockBit,Cryptojacking,T1071 Application Layer Protocol,Education,Web Server,False,29,0.5,Global,High,Low,2025-03-11,2025-04-24,,False,True
THREAT-00183,TA505,Phishing,T1027 Obfuscated Files or Information,Manufacturing,API Gateway,True,65,0.44,Americas,Medium,Low,2026-07-09,2026-09-04,,False,False
THREAT-00184,Scattered Spider,DDoS,T1486 Data Encrypted for Impact,Government,Payment Gateway,False,88,0.76,Asia-Pacific,High,Medium,2025-12-13,2026-09-04,CVE-2026-75148,False,False
THREAT-00185,Unknown,Ransomware,T1566 Phishing,E-commerce,API Gateway,False,35,0.62,Global,Low,High,2023-09-14,2023-12-09,,True,True
THREAT-00186,TA505,Data Exfiltration,T1486 Data Encrypted for Impact,E-commerce,Database Server,True,97,0.21,Asia-Pacific,Critical,Low,2023-12-13,2024-09-10,,False,False
THREAT-00187,Kimsuky,Cloud Misconfiguration Exploitation,T1055 Process Injection,Energy,Database Server,False,69,0.46,EMEA,High,High,2026-04-24,2026-09-04,,False,True
THREAT-00188,Nation-State (Iran),Business Email Compromise,T1133 External Remote Services,Energy,Storage Bucket,True,52,0.2,India,Low,High,2026-07-21,2026-09-04,CVE-2026-9405,False,False
THREAT-00189,APT29,Credential Theft,T1027 Obfuscated Files or Information,E-commerce,Web Server,True,66,0.47,Asia-Pacific,Low,Low,2022-04-12,2022-09-27,,False,False
THREAT-00190,Scattered Spider,Business Email Compromise,T1078 Valid Accounts,IT Services,API Gateway,False,84,0.35,Asia-Pacific,Low,Medium,2026-03-23,2026-09-04,CVE-2026-59647,False,False
THREAT-00191,ALPHV,Credential Theft,T1003 OS Credential Dumping,Telecom,Web Server,True,52,0.17,Global,Low,Medium,2021-12-31,2022-01-20,,False,False
THREAT-00192,LockBit,Web Application Attack,T1036 Masquerading,Insurance,Domain Controller,True,24,0.35,Americas,Medium,High,2021-10-30,2021-11-26,,False,False
THREAT-00193,Insider,Cryptojacking,T1078 Valid Accounts,Government,Employee Laptop,False,40,0.52,Global,High,High,2024-02-25,2025-02-22,,False,False
THREAT-00194,Scattered Spider,Credential Theft,T1486 Data Encrypted for Impact,E-commerce,Domain Controller,True,54,0.18,EMEA,High,High,2024-12-16,2025-05-24,,False,False
THREAT-00195,TA505,Zero-Day Exploit,T1562 Impair Defenses,Government,Storage Bucket,True,8,0.47,India,High,Medium,2021-08-29,2022-07-20,,False,False
THREAT-00196,FIN7,Cloud Misconfiguration Exploitation,T1105 Ingress Tool Transfer,Government,Domain Controller,False,74,0.33,Americas,Low,High,2022-05-06,2022-12-10,CVE-2026-65887,False,False
THREAT-00197,Sandworm,Cloud Misconfiguration Exploitation,T1078 Valid Accounts,E-commerce,Domain Controller,False,16,0.47,EMEA,High,High,2026-02-19,2026-03-02,CVE-2026-55733,False,False
THREAT-00198,Sandworm,Web Application Attack,T1055 Process Injection,Government,Employee Laptop,True,100,0.56,Asia-Pacific,Low,Low,2024-09-23,2025-02-18,,False,True
THREAT-00199,Scattered Spider,Supply Chain Attack,T1190 Exploit Public-Facing Application,Energy,Web Server,False,27,0.11,Americas,High,Low,2022-04-16,2022-10-24,,False,False
THREAT-00200,Nation-State (Russia),Supply Chain Attack,T1071 Application Layer Protocol,Healthcare,Email Server,False,5,0.52,India,High,Low,2026-08-02,2026-09-04,CVE-2026-74280,False,True
THREAT-00201,APT29,Insider Threat,T1070 Indicator Removal,Education,Storage Bucket,False,7,0.24,India,High,Medium,2021-05-13,2022-04-09,,False,True
THREAT-00202,Scattered Spider,Cryptojacking,T1133 External Remote Services,Telecom,Web Server,False,69,0.18,Asia-Pacific,Low,Low,2023-08-22,2024-01-06,,False,False
THREAT-00203,LockBit,Cryptojacking,T1071 Application Layer Protocol,Energy,Database Server,False,71,0.46,EMEA,Critical,High,2023-06-28,2024-03-26,CVE-2026-73570,False,False
THREAT-00204,REvil,Zero-Day Exploit,T1569 System Services,Government,SaaS Application,False,45,0.38,Asia-Pacific,High,Low,2022-10-19,2023-03-16,,False,False
THREAT-00205,Insider,Zero-Day Exploit,T1566 Phishing,Education,API Gateway,False,12,0.42,EMEA,Low,Medium,2026-03-28,2026-09-04,,False,True
THREAT-00206,Kimsuky,Business Email Compromise,T1003 OS Credential Dumping,Education,Employee Laptop,False,100,0.6,Global,Medium,Low,2024-08-30,2024-09-28,,False,True
THREAT-00207,Unknown,Insider Threat,T1021 Remote Services,Education,API Gateway,True,5,0.23,Asia-Pacific,Low,High,2024-09-18,2025-02-16,,False,True
THREAT-00208,Scattered Spider,Cryptojacking,T1105 Ingress Tool Transfer,Government,Employee Laptop,True,97,0.59,Global,High,Low,2021-11-07,2022-10-31,,False,True
THREAT-00209,Nation-State (Russia),Zero-Day Exploit,T1071 Application Layer Protocol,Manufacturing,Cloud VM,True,25,0.36,Americas,Medium,Low,2024-12-05,2025-04-04,CVE-2026-54782,False,False
THREAT-00210,APT29,Cloud Misconfiguration Exploitation,T1566 Phishing,Government,Email Server,False,45,0.38,Asia-Pacific,High,Medium,2024-09-15,2024-11-20,,False,False
THREAT-00211,Conti,DDoS,T1082 System Information Discovery,Healthcare,Domain Controller,False,81,0.45,Global,Medium,Low,2022-06-28,2022-07-14,,False,False
THREAT-00212,FIN7,Cloud Misconfiguration Exploitation,T1027 Obfuscated Files or Information,Government,Domain Controller,False,44,0.18,India,Medium,High,2026-01-15,2026-07-27,,False,True
THREAT-00213,Nation-State (Russia),Cloud Misconfiguration Exploitation,T1021 Remote Services,E-commerce,Employee Laptop,False,87,0.26,EMEA,Low,High,2026-06-30,2026-09-04,,False,False
THREAT-00214,Hacktivist Group,Ransomware,T1036 Masquerading,Insurance,Employee Laptop,False,17,0.65,Americas,Low,Low,2022-12-30,2023-08-04,,True,True
THREAT-00215,REvil,Insider Threat,T1562 Impair Defenses,E-commerce,Employee Laptop,False,9,0.27,Asia-Pacific,High,High,2026-06-07,2026-09-04,,False,True
THREAT-00216,Nation-State (China),Ransomware,T1569 System Services,Education,Payment Gateway,False,27,0.76,Americas,High,Medium,2025-11-04,2026-09-04,CVE-2026-10187,True,True
THREAT-00217,Mustang Panda,Business Email Compromise,T1190 Exploit Public-Facing Application,Telecom,Email Server,False,69,0.27,India,Low,High,2021-05-28,2021-10-13,,False,False
THREAT-00218,TA505,DDoS,T1569 System Services,Insurance,Payment Gateway,False,23,0.42,Asia-Pacific,Medium,High,2022-11-12,2023-03-13,,False,False
THREAT-00219,Turla,Credential Theft,T1110 Brute Force,Energy,SaaS Application,True,36,0.3,India,High,Low,2025-04-09,2025-07-18,,False,False
THREAT-00220,Cybercrime Syndicate,DDoS,T1105 Ingress Tool Transfer,Government,SaaS Application,False,83,0.67,EMEA,Low,High,2025-04-05,2025-06-03,,False,False
THREAT-00221,Insider,Zero-Day Exploit,T1021 Remote Services,Healthcare,Employee Laptop,False,16,0.33,India,Low,Low,2023-12-08,2024-11-29,CVE-2026-66803,True,False
THREAT-00222,APT29,Business Email Compromise,T1082 System Information Discovery,Energy,Storage Bucket,True,95,0.13,EMEA,High,High,2025-10-07,2026-07-11,CVE-2026-76609,False,False
THREAT-00223,LockBit,Data Exfiltration,T1055 Process Injection,Manufacturing,Cloud VM,True,49,0.48,Global,High,High,2024-05-22,2025-05-04,CVE-2026-15511,False,True
THREAT-00224,Lazarus Group,Zero-Day Exploit,T1021 Remote Services,Healthcare,Storage Bucket,True,18,0.37,EMEA,Critical,Medium,2025-01-04,2025-12-26,,True,False
THREAT-00225,REvil,Data Exfiltration,T1027 Obfuscated Files or Information,IT Services,Payment Gateway,False,78,0.28,Americas,Low,High,2022-03-07,2022-08-13,,False,True
THREAT-00226,Script Kiddie,Cloud Misconfiguration Exploitation,T1003 OS Credential Dumping,Manufacturing,SaaS Application,False,54,0.21,EMEA,Low,High,2023-05-05,2024-04-12,CVE-2026-80208,False,True
THREAT-00227,Conti,Ransomware,T1048 Exfiltration Over Alternative Protocol,Insurance,Cloud VM,True,43,0.68,Global,Critical,Medium,2025-06-14,2025-10-22,CVE-2026-53667,True,False
THREAT-00228,APT29,Business Email Compromise,T1053 Scheduled Task/Job,Government,Storage Bucket,False,17,0.56,India,Low,High,2023-09-27,2024-09-24,,False,True
THREAT-00229,Kimsuky,Data Exfiltration,T1048 Exfiltration Over Alternative Protocol,Healthcare,Payment Gateway,False,23,0.25,Americas,Low,Low,2025-03-11,2025-12-08,CVE-2026-74820,False,False
THREAT-00230,Turla,Ransomware,T1053 Scheduled Task/Job,Insurance,Employee Laptop,False,37,0.38,EMEA,Low,High,2023-02-08,2023-06-17,CVE-2026-25737,True,True
THREAT-00231,Scattered Spider,Data Exfiltration,T1048 Exfiltration Over Alternative Protocol,Energy,Database Server,False,14,0.34,Americas,Critical,High,2021-04-10,2021-10-12,CVE-2026-79776,False,True
THREAT-00232,APT29,Data Exfiltration,T1055 Process Injection,Government,Employee Laptop,True,91,0.47,Americas,High,Low,2021-12-06,2022-10-29,,False,False
THREAT-00233,Insider,Supply Chain Attack,T1071 Application Layer Protocol,E-commerce,Email Server,True,26,0.46,India,Critical,Medium,2024-09-03,2025-08-28,,False,False
THREAT-00234,Nation-State (China),Ransomware,T1071 Application Layer Protocol,IT Services,Employee Laptop,False,14,0.45,Global,Medium,High,2025-06-01,2025-11-04,,True,False
THREAT-00235,Cybercrime Syndicate,Phishing,T1070 Indicator Removal,Government,API Gateway,False,98,0.14,Asia-Pacific,Low,Medium,2021-10-13,2021-11-18,,False,False
THREAT-00236,REvil,DDoS,T1027 Obfuscated Files or Information,Insurance,Database Server,True,25,0.89,Asia-Pacific,Critical,Low,2024-07-23,2024-12-05,CVE-2026-53576,False,False
THREAT-00237,Scattered Spider,Web Application Attack,T1110 Brute Force,E-commerce,Web Server,False,33,0.52,EMEA,Critical,High,2022-03-09,2022-09-04,,False,False
THREAT-00238,Nation-State (Russia),Data Exfiltration,T1070 Indicator Removal,Healthcare,Cloud VM,False,85,0.32,Americas,Medium,High,2023-05-22,2023-08-06,CVE-2026-44102,False,False
THREAT-00239,Script Kiddie,Cloud Misconfiguration Exploitation,T1059 Command and Scripting Interpreter,Government,Database Server,True,80,0.23,Global,High,Low,2022-11-06,2023-03-04,CVE-2026-8794,False,True
THREAT-00240,Nation-State (Russia),Credential Theft,T1021 Remote Services,E-commerce,Employee Laptop,False,25,0.31,Asia-Pacific,Medium,High,2023-08-02,2023-10-04,,False,False
THREAT-00241,LockBit,Web Application Attack,T1071 Application Layer Protocol,Education,Kubernetes Cluster,False,60,0.11,Asia-Pacific,Low,Low,2023-02-08,2023-02-20,CVE-2026-84650,False,False
THREAT-00242,Turla,Credential Theft,T1569 System Services,E-commerce,SaaS Application,True,21,0.46,India,High,High,2025-08-23,2026-04-07,,False,False
THREAT-00243,FIN7,Ransomware,T1027 Obfuscated Files or Information,Healthcare,Kubernetes Cluster,False,30,0.76,Asia-Pacific,High,Low,2023-05-19,2023-10-14,CVE-2026-47746,True,True
THREAT-00244,Nation-State (Russia),Web Application Attack,T1078 Valid Accounts,Government,Database Server,False,26,0.17,EMEA,Medium,Low,2025-06-17,2026-02-12,,False,True
THREAT-00245,Mustang Panda,Zero-Day Exploit,T1082 System Information Discovery,Manufacturing,Domain Controller,False,32,0.59,Global,Critical,High,2023-07-19,2023-10-06,CVE-2026-18810,False,True
THREAT-00246,Nation-State (Iran),Business Email Compromise,T1569 System Services,E-commerce,Web Server,False,65,0.37,India,Medium,Medium,2021-06-22,2022-03-22,CVE-2026-18630,False,False
THREAT-00247,Script Kiddie,Phishing,T1190 Exploit Public-Facing Application,E-commerce,Cloud VM,False,99,0.42,Asia-Pacific,Low,High,2022-11-23,2023-08-01,,False,False
THREAT-00248,Insider,Phishing,T1566 Phishing,IT Services,Domain Controller,True,68,0.52,Asia-Pacific,Critical,High,2021-12-31,2022-08-22,,True,False
THREAT-00249,Script Kiddie,Business Email Compromise,T1486 Data Encrypted for Impact,Energy,SaaS Application,False,34,0.14,EMEA,Low,High,2021-10-04,2022-09-30,CVE-2026-80672,False,True
THREAT-00250,Nation-State (Russia),Business Email Compromise,T1003 OS Credential Dumping,E-commerce,SaaS Application,False,100,0.57,Americas,Critical,High,2024-02-17,2024-05-22,CVE-2026-65051,False,True
THREAT-00251,Kimsuky,Credential Theft,T1190 Exploit Public-Facing Application,Government,Cloud VM,False,30,0.59,Global,Medium,High,2021-10-28,2022-09-07,,False,False
THREAT-00252,Nation-State (Iran),Zero-Day Exploit,T1082 System Information Discovery,Energy,Database Server,True,58,0.34,Global,Medium,Low,2023-04-07,2023-09-10,,False,False
THREAT-00253,Lazarus Group,Data Exfiltration,T1082 System Information Discovery,Government,Cloud VM,False,21,0.39,India,Critical,Low,2021-11-27,2022-06-28,CVE-2026-56451,False,False
THREAT-00254,Nation-State (China),Data Exfiltration,T1071 Application Layer Protocol,Energy,SaaS Application,False,35,0.58,Asia-Pacific,Low,Medium,2022-07-22,2023-02-17,CVE-2026-80638,False,False
THREAT-00255,Conti,Data Exfiltration,T1036 Masquerading,Insurance,Email Server,False,30,0.13,Global,Critical,Low,2021-09-07,2021-10-14,CVE-2026-6140,False,False
THREAT-00256,Mustang Panda,Phishing,T1566 Phishing,Energy,Domain Controller,True,64,0.26,EMEA,High,High,2022-07-17,2023-03-17,,False,False
THREAT-00257,APT28,Supply Chain Attack,T1059 Command and Scripting Interpreter,Energy,Employee Laptop,False,85,0.23,Global,Critical,Medium,2023-05-15,2023-11-23,,False,False
THREAT-00258,APT28,Credential Theft,T1486 Data Encrypted for Impact,Insurance,Storage Bucket,False,20,0.45,India,High,Low,2022-01-04,2022-05-23,CVE-2026-49208,False,False
THREAT-00259,Turla,DDoS,T1027 Obfuscated Files or Information,Telecom,API Gateway,True,133,0.58,Asia-Pacific,Medium,High,2024-10-12,2025-09-13,,False,False
THREAT-00260,Lazarus Group,Web Application Attack,T1055 Process Injection,IT Services,SaaS Application,False,27,0.23,Asia-Pacific,Medium,High,2025-01-17,2025-03-10,CVE-2026-58231,True,False
THREAT-00261,APT29,Phishing,T1078 Valid Accounts,IT Services,Cloud VM,True,7,0.38,Americas,Low,Low,2022-02-01,2022-05-16,CVE-2026-58424,False,False
THREAT-00262,APT28,Ransomware,T1036 Masquerading,Government,Cloud VM,True,31,0.39,India,Critical,Low,2023-09-17,2023-09-22,,True,False
THREAT-00263,Cybercrime Syndicate,Cloud Misconfiguration Exploitation,T1027 Obfuscated Files or Information,Government,Payment Gateway,False,19,0.39,EMEA,Low,Medium,2025-08-23,2025-10-27,,False,True
