asset_id,organization_id,business_unit_id,asset_name,asset_type,operating_system,environment,cloud_provider,region,internet_exposed,asset_owner,business_service,data_classification,asset_criticality,confidentiality_score,integrity_score,availability_score,revenue_dependency,customer_dependency,regulatory_dependency,dependency_count,asset_age_days,current_risk_score
AST-00129,ORG-020,BU-0124,API Gateway 129,API Gateway,Linux,Staging,Azure,us-east-1,False,owner_404@corp.com,File Sharing,Internal,Medium,6,6,5,0.42,0.19,0.29,11,2425,3.2
AST-00130,ORG-012,BU-0074,Database Server 130,Database Server,Linux,Production,GCP,us-east-1,True,owner_317@corp.com,Communication,Highly Confidential,Critical,10,8,8,0.45,0.23,0.97,13,1138,10
AST-00131,ORG-024,BU-0142,Storage Bucket 131,Storage Bucket,N/A,Production,AWS,eu-west-1,False,owner_399@corp.com,Core Banking,Confidential,High,6,9,9,0.41,0.39,0.15,5,1178,5.0
AST-00132,ORG-004,BU-0024,Database Server 132,Database Server,Linux,Production,AWS,ap-southeast-1,False,owner_68@corp.com,CRM,Highly Confidential,Critical,10,10,8,0.79,0.0,0.73,15,1614,9.4
AST-00133,ORG-006,BU-0035,Workstation 133,Workstation,Ubuntu 22.04,Production,On-Premise,ap-south-1,False,owner_125@corp.com,Email,Highly Confidential,High,6,9,7,0.8,0.38,0.82,4,414,4.3
AST-00134,ORG-005,BU-0031,IoT Device 134,IoT Device,Embedded,Production,AWS,ap-south-1,True,owner_296@corp.com,Security Ops,Highly Confidential,High,6,8,7,0.77,0.62,0.6,8,609,8.2
AST-00135,ORG-024,BU-0140,Storage Bucket 135,Storage Bucket,N/A,Production,GCP,eu-west-1,True,owner_396@corp.com,Communication,Highly Confidential,Critical,10,8,10,0.47,0.75,0.51,10,466,8.4
AST-00136,ORG-013,BU-0082,Email Server 136,Email Server,Windows Server 2019,Production,AWS,eu-west-1,False,owner_44@corp.com,CRM,Highly Confidential,Critical,10,10,10,0.93,0.03,0.99,7,1483,9.9
AST-00137,ORG-016,BU-0097,File Server 137,File Server,Windows Server 2019,Production,AWS,eu-west-1,False,owner_163@corp.com,Email,Highly Confidential,Critical,10,9,8,0.91,0.05,0.74,9,1775,8.8
AST-00138,ORG-002,BU-0006,Network Device 138,Network Device,Proprietary,Production,On-Premise,ap-southeast-1,True,owner_213@corp.com,Supply Chain,Confidential,High,9,8,8,0.64,0.67,0.13,12,794,10
AST-00139,ORG-005,BU-0027,Workstation 139,Workstation,Windows 11,Production,GCP,eu-west-1,False,owner_285@corp.com,ERP,Confidential,High,7,9,8,0.66,0.19,0.23,7,2260,9.6
AST-00140,ORG-015,BU-0093,Employee Laptop 140,Employee Laptop,macOS Ventura,Production,GCP,ap-southeast-1,False,owner_272@corp.com,Data Analytics,Highly Confidential,High,9,9,9,0.7,0.38,0.64,0,1872,8.4
AST-00141,ORG-019,BU-0118,Cloud VM 141,Cloud VM,Windows Server 2022,Production,GCP,ap-southeast-1,False,owner_20@corp.com,DevOps Pipeline,Highly Confidential,Medium,6,4,3,0.34,0.36,0.65,7,940,3.4
AST-00142,ORG-011,BU-0065,Firewall 142,Firewall,Proprietary,Production,On-Premise,ap-southeast-1,False,owner_380@corp.com,HR System,Highly Confidential,Critical,10,9,8,0.37,0.29,0.51,12,452,10
AST-00143,ORG-013,BU-0076,IoT Device 143,IoT Device,Embedded,Production,GCP,ap-south-1,False,owner_143@corp.com,Core Banking,Highly Confidential,Medium,6,4,5,0.05,0.12,0.84,2,892,3.8
AST-00144,ORG-010,BU-0061,Payment Gateway 144,Payment Gateway,Linux,Production,GCP,us-east-1,False,owner_346@corp.com,Customer Portal,Confidential,Critical,8,9,10,0.4,0.09,0.12,7,311,5.2
AST-00145,ORG-021,BU-0125,Firewall 145,Firewall,Proprietary,Production,On-Premise,eu-west-1,False,owner_79@corp.com,API Platform,Highly Confidential,Medium,3,6,6,0.45,0.23,0.55,1,110,5.5
AST-00146,ORG-020,BU-0123,Workstation 146,Workstation,Ubuntu 22.04,Production,Azure,ap-southeast-1,True,owner_126@corp.com,Email,Confidential,High,9,7,8,1.0,0.56,0.15,7,560,10
AST-00147,ORG-012,BU-0075,IoT Device 147,IoT Device,Embedded,Production,GCP,ap-south-1,True,owner_269@corp.com,Security Ops,Confidential,High,8,8,7,0.61,0.93,0.28,11,682,7.8
AST-00148,ORG-001,BU-0003,CI/CD Server 148,CI/CD Server,Linux,Development,AWS,eu-west-1,False,owner_122@corp.com,Email,Internal,Low,1,2,1,0.01,0.19,0.22,6,1568,1.7
AST-00149,ORG-021,BU-0127,CI/CD Server 149,CI/CD Server,Linux,Development,Azure,eu-west-1,False,owner_45@corp.com,Supply Chain,Internal,Medium,5,3,5,0.02,0.27,0.07,5,729,3.2
AST-00150,ORG-018,BU-0113,IAM System 150,IAM System,SaaS,Production,On-Premise,eu-west-1,False,owner_160@corp.com,Data Analytics,Confidential,High,8,8,6,0.63,0.29,0.08,4,1971,7.3
AST-00151,ORG-023,BU-0138,Payment Gateway 151,Payment Gateway,Linux,Production,AWS,us-east-1,False,owner_229@corp.com,HR System,Highly Confidential,Critical,10,10,8,0.44,0.08,0.7,0,1352,5.3
AST-00152,ORG-002,BU-0006,SaaS Application 152,SaaS Application,SaaS,Production,On-Premise,eu-west-1,False,owner_42@corp.com,Email,Highly Confidential,Critical,9,10,8,0.78,0.22,0.95,1,1516,7.2
AST-00153,ORG-017,BU-0104,IoT Device 153,IoT Device,Embedded,Production,AWS,ap-southeast-1,False,owner_472@corp.com,Customer Portal,Highly Confidential,Critical,8,8,9,0.69,0.14,0.59,6,2105,6.0
AST-00154,ORG-022,BU-0132,VPN Gateway 154,VPN Gateway,Linux,Production,GCP,us-east-1,False,owner_333@corp.com,Communication,Highly Confidential,High,7,7,8,0.53,0.22,0.81,15,58,9.3
AST-00155,ORG-003,BU-0015,IoT Device 155,IoT Device,Embedded,Production,Azure,eu-west-1,False,owner_457@corp.com,Data Analytics,Highly Confidential,Critical,10,9,10,0.66,0.18,0.54,11,1306,10
AST-00156,ORG-024,BU-0146,Workstation 156,Workstation,Ubuntu 22.04,Production,GCP,ap-south-1,True,owner_431@corp.com,Core Banking,Highly Confidential,High,8,6,7,0.52,0.55,0.65,15,179,7.0
AST-00157,ORG-020,BU-0121,Payment Gateway 157,Payment Gateway,Linux,Production,AWS,eu-west-1,False,owner_143@corp.com,Supply Chain,Confidential,Critical,10,10,8,0.89,0.34,0.39,5,1803,10
AST-00158,ORG-014,BU-0085,Domain Controller 158,Domain Controller,Windows Server 2022,Production,Azure,ap-south-1,True,owner_205@corp.com,Email,Highly Confidential,High,8,6,9,0.87,0.7,0.62,7,686,7.5
AST-00159,ORG-020,BU-0121,Network Device 159,Network Device,Proprietary,Production,Azure,eu-west-1,False,owner_451@corp.com,File Sharing,Highly Confidential,Critical,8,9,10,0.39,0.11,0.92,15,1553,5.7
AST-00160,ORG-014,BU-0084,Application Server 160,Application Server,Windows Server 2022,Production,GCP,ap-southeast-1,False,owner_358@corp.com,DevOps Pipeline,Confidential,High,7,8,9,0.77,0.0,0.21,12,1659,6.1
AST-00161,ORG-003,BU-0012,CI/CD Server 161,CI/CD Server,Linux,Development,AWS,eu-west-1,False,owner_268@corp.com,Security Ops,Highly Confidential,Medium,3,4,4,0.04,0.21,0.52,10,202,3.9
AST-00162,ORG-011,BU-0064,Kubernetes Cluster 162,Kubernetes Cluster,Linux,Production,GCP,ap-south-1,False,owner_393@corp.com,Data Analytics,Confidential,Critical,9,10,10,0.9,0.34,0.0,13,2246,7.9
AST-00163,ORG-024,BU-0146,VPN Gateway 163,VPN Gateway,Linux,Production,On-Premise,ap-south-1,False,owner_142@corp.com,DevOps Pipeline,Confidential,High,7,6,9,0.96,0.31,0.32,5,2007,5.1
AST-00164,ORG-021,BU-0127,CI/CD Server 164,CI/CD Server,Linux,Development,GCP,ap-southeast-1,False,owner_463@corp.com,Communication,Highly Confidential,Medium,5,3,6,0.16,0.08,0.62,11,2363,4.6
AST-00165,ORG-005,BU-0030,IAM System 165,IAM System,SaaS,Production,On-Premise,eu-west-1,True,owner_212@corp.com,API Platform,Confidential,High,9,8,9,0.35,0.38,0.29,6,1348,9.9
AST-00166,ORG-014,BU-0086,VPN Gateway 166,VPN Gateway,Linux,Production,AWS,ap-southeast-1,False,owner_273@corp.com,Customer Portal,Confidential,Critical,10,10,9,0.31,0.36,0.39,8,1843,5.8
AST-00167,ORG-005,BU-0029,Network Device 167,Network Device,Proprietary,Production,On-Premise,eu-west-1,False,owner_265@corp.com,DevOps Pipeline,Confidential,High,7,9,8,0.75,0.26,0.26,2,1343,4.1
AST-00168,ORG-015,BU-0091,Application Server 168,Application Server,Linux,Development,On-Premise,us-east-1,False,owner_402@corp.com,Core Banking,Public,Low,1,2,3,0.46,0.0,0.45,14,2303,1.8
AST-00169,ORG-024,BU-0142,IAM System 169,IAM System,SaaS,Production,AWS,eu-west-1,True,owner_498@corp.com,Supply Chain,Highly Confidential,High,6,8,6,0.31,0.55,0.64,2,1460,7.1
AST-00170,ORG-004,BU-0023,Firewall 170,Firewall,Proprietary,Production,Azure,us-east-1,False,owner_400@corp.com,Email,Highly Confidential,Critical,10,10,8,0.82,0.23,0.65,12,2149,6.1
AST-00171,ORG-022,BU-0130,Cloud VM 171,Cloud VM,Linux,Production,On-Premise,ap-south-1,False,owner_27@corp.com,Communication,Confidential,High,8,7,6,0.93,0.13,0.47,11,240,9.2
AST-00172,ORG-016,BU-0097,Web Server 172,Web Server,Windows Server 2022,Production,AWS,us-east-1,False,owner_137@corp.com,Core Banking,Confidential,Critical,10,10,8,0.48,0.34,0.17,2,2211,9.6
AST-00173,ORG-002,BU-0008,Email Server 173,Email Server,Windows Server 2019,Production,GCP,ap-southeast-1,False,owner_345@corp.com,Security Ops,Highly Confidential,High,6,8,9,0.48,0.1,0.73,15,1707,5.4
AST-00174,ORG-014,BU-0087,Application Server 174,Application Server,Linux,Production,On-Premise,eu-west-1,True,owner_277@corp.com,Security Ops,Highly Confidential,Medium,4,6,6,0.18,0.48,0.58,4,272,6.8
AST-00175,ORG-019,BU-0119,Database Server 175,Database Server,Linux,Production,On-Premise,us-east-1,False,owner_344@corp.com,Payment Processing,Highly Confidential,Medium,5,6,5,0.44,0.09,0.95,6,1684,3.8
AST-00176,ORG-003,BU-0017,Employee Laptop 176,Employee Laptop,macOS Ventura,Production,On-Premise,eu-west-1,False,owner_43@corp.com,ERP,Highly Confidential,High,9,9,9,0.8,0.09,0.85,11,2302,7.3
AST-00177,ORG-023,BU-0139,CI/CD Server 177,CI/CD Server,Linux,Development,AWS,eu-west-1,False,owner_232@corp.com,API Platform,Internal,Low,2,2,2,0.11,0.39,0.03,5,2272,1.9
AST-00178,ORG-023,BU-0137,SaaS Application 178,SaaS Application,SaaS,Production,On-Premise,ap-south-1,False,owner_295@corp.com,File Sharing,Confidential,High,7,7,7,0.89,0.29,0.43,7,1697,4.6
AST-00179,ORG-018,BU-0115,Database Server 179,Database Server,Linux,Production,AWS,ap-southeast-1,True,owner_64@corp.com,Customer Portal,Highly Confidential,Critical,9,10,10,0.83,0.98,0.7,8,1150,10
AST-00180,ORG-009,BU-0051,SaaS Application 180,SaaS Application,SaaS,Production,AWS,us-east-1,False,owner_406@corp.com,Core Banking,Confidential,Critical,10,10,10,0.4,0.16,0.33,12,2066,5.7
AST-00181,ORG-015,BU-0096,Network Device 181,Network Device,Proprietary,Production,Azure,eu-west-1,False,owner_332@corp.com,Security Ops,Internal,Medium,3,6,4,0.2,0.05,0.13,2,595,5.0
AST-00182,ORG-019,BU-0116,Storage Bucket 182,Storage Bucket,N/A,Development,GCP,ap-southeast-1,False,owner_254@corp.com,Communication,Confidential,Low,2,3,1,0.33,0.38,0.35,12,101,1.4
AST-00183,ORG-003,BU-0014,Workstation 183,Workstation,Windows 11,Production,On-Premise,ap-southeast-1,False,owner_284@corp.com,Communication,Confidential,High,6,8,9,0.46,0.11,0.27,2,399,6.5
AST-00184,ORG-019,BU-0117,Payment Gateway 184,Payment Gateway,Linux,Production,GCP,ap-south-1,True,owner_310@corp.com,Communication,Highly Confidential,High,8,8,9,0.56,0.48,0.97,13,781,9.4
AST-00185,ORG-017,BU-0104,Email Server 185,Email Server,Windows Server 2019,Production,Azure,ap-south-1,False,owner_26@corp.com,HR System,Highly Confidential,Critical,10,10,8,0.32,0.35,0.76,10,2168,9.0
AST-00186,ORG-015,BU-0090,Employee Laptop 186,Employee Laptop,Windows 11,Production,Azure,us-east-1,True,owner_1@corp.com,Data Analytics,Confidential,Critical,8,10,10,0.57,0.81,0.05,9,1999,9.2
AST-00187,ORG-015,BU-0094,CI/CD Server 187,CI/CD Server,Linux,Development,Azure,ap-southeast-1,False,owner_434@corp.com,Supply Chain,Confidential,Low,1,1,3,0.04,0.24,0.46,1,1479,1.3
AST-00188,ORG-002,BU-0009,Email Server 188,Email Server,Windows Server 2019,Production,On-Premise,us-east-1,True,owner_407@corp.com,Payment Processing,Highly Confidential,Critical,8,8,8,0.62,0.54,0.89,0,1918,10
AST-00189,ORG-021,BU-0127,IoT Device 189,IoT Device,Embedded,Production,Azure,ap-southeast-1,False,owner_134@corp.com,HR System,Confidential,Critical,10,10,8,0.92,0.28,0.44,0,1418,8.4
AST-00190,ORG-002,BU-0008,Domain Controller 190,Domain Controller,Windows Server 2022,Production,AWS,ap-south-1,False,owner_339@corp.com,DevOps Pipeline,Public,Medium,6,6,3,0.17,0.3,0.3,5,2412,4.4
AST-00191,ORG-019,BU-0119,Email Server 191,Email Server,Linux,Production,On-Premise,eu-west-1,False,owner_112@corp.com,API Platform,Confidential,Medium,4,4,3,0.4,0.29,0.04,14,988,3.0
AST-00192,ORG-005,BU-0029,CI/CD Server 192,CI/CD Server,Linux,Development,On-Premise,eu-west-1,False,owner_148@corp.com,HR System,Internal,Low,3,2,1,0.18,0.1,0.21,5,499,1.4
AST-00193,ORG-018,BU-0113,Workstation 193,Workstation,Windows 11,Production,GCP,ap-southeast-1,False,owner_185@corp.com,Core Banking,Confidential,High,7,6,7,0.94,0.32,0.19,2,2159,7.8
AST-00194,ORG-020,BU-0121,Storage Bucket 194,Storage Bucket,N/A,Development,On-Premise,ap-southeast-1,False,owner_174@corp.com,DevOps Pipeline,Confidential,Low,1,1,1,0.32,0.02,0.21,7,309,1.4
AST-00195,ORG-009,BU-0053,VPN Gateway 195,VPN Gateway,Linux,Production,On-Premise,ap-south-1,True,owner_60@corp.com,CRM,Internal,Medium,5,5,4,0.39,0.85,0.44,6,2360,6.5
AST-00196,ORG-001,BU-0001,Domain Controller 196,Domain Controller,Windows Server 2022,Production,On-Premise,us-east-1,False,owner_242@corp.com,Data Analytics,Highly Confidential,Critical,10,10,8,0.84,0.38,0.92,5,1303,5.3
AST-00197,ORG-017,BU-0103,Domain Controller 197,Domain Controller,Windows Server 2022,Production,Azure,ap-southeast-1,False,owner_201@corp.com,HR System,Confidential,Medium,4,5,6,0.03,0.03,0.23,0,2419,4.2
AST-00198,ORG-021,BU-0127,Employee Laptop 198,Employee Laptop,macOS Ventura,Production,Azure,ap-southeast-1,False,owner_60@corp.com,ERP,Highly Confidential,Critical,10,10,9,0.49,0.06,0.53,9,244,7.6
AST-00199,ORG-022,BU-0134,Email Server 199,Email Server,Windows Server 2019,Production,AWS,us-east-1,False,owner_97@corp.com,ERP,Highly Confidential,Critical,9,9,10,0.32,0.14,0.66,10,2465,5.9
AST-00200,ORG-007,BU-0039,Workstation 200,Workstation,Windows 11,Development,Azure,us-east-1,False,owner_436@corp.com,Supply Chain,Confidential,Low,3,2,1,0.06,0.03,0.49,8,2205,2.3
AST-00201,ORG-012,BU-0072,Domain Controller 201,Domain Controller,Windows Server 2022,Production,AWS,ap-southeast-1,True,owner_414@corp.com,Core Banking,Internal,Medium,5,3,3,0.15,0.6,0.38,15,832,7.8
AST-00202,ORG-015,BU-0096,Cloud VM 202,Cloud VM,Windows Server 2022,Testing,GCP,eu-west-1,False,owner_319@corp.com,Security Ops,Confidential,Medium,5,5,4,0.14,0.1,0.22,3,151,5.5
AST-00203,ORG-002,BU-0007,Cloud VM 203,Cloud VM,Windows Server 2022,Testing,On-Premise,ap-south-1,False,owner_24@corp.com,Data Analytics,Public,Medium,5,6,4,0.32,0.03,0.03,9,1984,5.8
AST-00204,ORG-008,BU-0043,Domain Controller 204,Domain Controller,Windows Server 2022,Production,On-Premise,us-east-1,False,owner_242@corp.com,Data Analytics,Highly Confidential,Medium,4,4,5,0.2,0.14,0.66,10,1780,3.7
AST-00205,ORG-010,BU-0058,Email Server 205,Email Server,Linux,Production,GCP,ap-south-1,False,owner_465@corp.com,Security Ops,Highly Confidential,High,8,7,6,0.33,0.32,0.72,12,616,9.3
AST-00206,ORG-002,BU-0009,Payment Gateway 206,Payment Gateway,Linux,Production,GCP,ap-south-1,False,owner_71@corp.com,Supply Chain,Confidential,High,9,8,7,0.49,0.03,0.05,0,2259,6.0
AST-00207,ORG-020,BU-0123,Kubernetes Cluster 207,Kubernetes Cluster,Linux,Staging,Azure,eu-west-1,False,owner_385@corp.com,Payment Processing,Highly Confidential,Medium,5,4,3,0.31,0.32,0.77,11,1122,5.3
AST-00208,ORG-022,BU-0129,Email Server 208,Email Server,Windows Server 2019,Production,On-Premise,ap-south-1,False,owner_8@corp.com,Security Ops,Confidential,High,9,7,8,0.95,0.06,0.47,7,1528,4.6
AST-00209,ORG-022,BU-0135,CI/CD Server 209,CI/CD Server,Linux,Development,GCP,ap-southeast-1,False,owner_137@corp.com,Core Banking,Confidential,Low,2,1,1,0.23,0.36,0.21,11,2200,2.2
AST-00210,ORG-004,BU-0023,IoT Device 210,IoT Device,Embedded,Production,AWS,us-east-1,True,owner_498@corp.com,Data Analytics,Highly Confidential,Critical,8,10,10,0.42,0.35,0.93,4,1142,9.4
AST-00211,ORG-024,BU-0141,Domain Controller 211,Domain Controller,Windows Server 2022,Production,On-Premise,ap-southeast-1,False,owner_405@corp.com,File Sharing,Highly Confidential,High,7,8,9,0.67,0.11,0.62,1,910,8.8
AST-00212,ORG-015,BU-0091,Domain Controller 212,Domain Controller,Windows Server 2022,Production,Azure,eu-west-1,True,owner_280@corp.com,CRM,Highly Confidential,High,6,7,8,0.31,0.85,0.9,0,1079,7.1
AST-00213,ORG-011,BU-0062,Network Device 213,Network Device,Proprietary,Production,On-Premise,eu-west-1,False,owner_211@corp.com,Payment Processing,Highly Confidential,Critical,8,10,9,0.95,0.16,0.72,13,983,10
AST-00214,ORG-024,BU-0144,Email Server 214,Email Server,Windows Server 2019,Production,On-Premise,ap-southeast-1,False,owner_178@corp.com,Customer Portal,Highly Confidential,Medium,3,6,5,0.35,0.14,0.54,4,838,5.7
AST-00215,ORG-010,BU-0057,Kubernetes Cluster 215,Kubernetes Cluster,Linux,Staging,AWS,ap-south-1,False,owner_137@corp.com,API Platform,Highly Confidential,Low,1,3,1,0.49,0.32,0.94,5,2351,1.3
AST-00216,ORG-019,BU-0118,Payment Gateway 216,Payment Gateway,Linux,Production,Azure,ap-south-1,False,owner_279@corp.com,Customer Portal,Public,Medium,5,6,3,0.36,0.24,0.32,10,1134,5.2
AST-00217,ORG-021,BU-0127,Workstation 217,Workstation,Windows 11,Production,On-Premise,ap-south-1,False,owner_128@corp.com,HR System,Highly Confidential,High,7,9,6,0.74,0.21,0.76,2,969,7.2
AST-00218,ORG-012,BU-0075,VPN Gateway 218,VPN Gateway,Linux,Production,Azure,eu-west-1,False,owner_9@corp.com,CRM,Highly Confidential,High,8,7,8,0.64,0.05,0.91,9,1467,7.3
AST-00219,ORG-004,BU-0019,CI/CD Server 219,CI/CD Server,Linux,Development,AWS,ap-south-1,False,owner_98@corp.com,HR System,Confidential,Low,1,1,1,0.2,0.01,0.31,14,2211,1.8
AST-00220,ORG-019,BU-0116,IoT Device 220,IoT Device,Embedded,Production,On-Premise,eu-west-1,False,owner_358@corp.com,HR System,Confidential,High,9,7,9,0.89,0.24,0.09,1,1968,7.3
AST-00221,ORG-016,BU-0098,Domain Controller 221,Domain Controller,Windows Server 2022,Production,On-Premise,us-east-1,False,owner_80@corp.com,Customer Portal,Highly Confidential,High,6,8,7,0.36,0.24,0.5,2,1452,5.4
AST-00222,ORG-002,BU-0006,File Server 222,File Server,Linux,Production,AWS,ap-southeast-1,False,owner_474@corp.com,Data Analytics,Confidential,High,8,7,6,0.93,0.24,0.33,12,1861,4.8
AST-00223,ORG-001,BU-0002,Cloud VM 223,Cloud VM,Linux,Development,On-Premise,us-east-1,False,owner_428@corp.com,DevOps Pipeline,Highly Confidential,Low,3,3,1,0.25,0.09,0.86,4,1415,2.1
AST-00224,ORG-007,BU-0041,VPN Gateway 224,VPN Gateway,Linux,Production,Azure,eu-west-1,False,owner_442@corp.com,Communication,Highly Confidential,High,9,7,9,0.57,0.24,0.76,6,1144,8.9
AST-00225,ORG-007,BU-0038,Kubernetes Cluster 225,Kubernetes Cluster,Linux,Staging,GCP,ap-southeast-1,False,owner_31@corp.com,Core Banking,Public,Medium,3,6,5,0.18,0.28,0.04,9,2187,4.9
AST-00226,ORG-007,BU-0041,IAM System 226,IAM System,SaaS,Production,On-Premise,eu-west-1,False,owner_130@corp.com,Supply Chain,Highly Confidential,High,9,6,7,0.48,0.28,0.76,3,659,4.4
AST-00227,ORG-002,BU-0006,Employee Laptop 227,Employee Laptop,Windows 11,Production,AWS,eu-west-1,False,owner_500@corp.com,DevOps Pipeline,Highly Confidential,High,9,8,6,0.37,0.17,0.56,13,953,7.3
AST-00228,ORG-013,BU-0076,IAM System 228,IAM System,SaaS,Production,On-Premise,eu-west-1,False,owner_387@corp.com,DevOps Pipeline,Confidential,High,8,6,7,0.39,0.12,0.27,12,2141,5.9
AST-00229,ORG-005,BU-0027,VPN Gateway 229,VPN Gateway,Linux,Production,On-Premise,eu-west-1,False,owner_185@corp.com,Security Ops,Confidential,High,7,9,6,0.81,0.04,0.19,0,1942,7.8
AST-00230,ORG-019,BU-0116,Workstation 230,Workstation,Windows 11,Production,Azure,ap-southeast-1,False,owner_154@corp.com,API Platform,Confidential,High,6,9,7,0.37,0.17,0.33,8,893,7.9
AST-00231,ORG-017,BU-0105,Web Server 231,Web Server,Linux,Staging,AWS,eu-west-1,False,owner_151@corp.com,Email,Confidential,Medium,6,4,3,0.39,0.39,0.1,7,564,5.5
AST-00232,ORG-016,BU-0099,SaaS Application 232,SaaS Application,SaaS,Production,AWS,us-east-1,False,owner_59@corp.com,Data Analytics,Confidential,Critical,9,10,10,0.72,0.39,0.37,11,1576,7.5
AST-00233,ORG-002,BU-0009,Database Server 233,Database Server,Linux,Production,GCP,ap-south-1,False,owner_324@corp.com,Data Analytics,Confidential,Critical,8,9,10,0.81,0.33,0.12,3,1091,9.5
AST-00234,ORG-015,BU-0095,Storage Bucket 234,Storage Bucket,N/A,Production,AWS,us-east-1,False,owner_319@corp.com,File Sharing,Highly Confidential,Critical,9,9,9,0.74,0.3,0.74,6,831,10
AST-00235,ORG-020,BU-0122,Storage Bucket 235,Storage Bucket,N/A,Production,GCP,ap-southeast-1,False,owner_282@corp.com,Core Banking,Highly Confidential,High,7,9,8,0.55,0.32,0.77,10,1715,6.2
AST-00236,ORG-012,BU-0069,CI/CD Server 236,CI/CD Server,Linux,Development,On-Premise,ap-southeast-1,False,owner_264@corp.com,Payment Processing,Public,Low,1,1,1,0.23,0.26,0.3,10,244,1.8
AST-00237,ORG-005,BU-0026,Firewall 237,Firewall,Proprietary,Production,On-Premise,eu-west-1,False,owner_328@corp.com,DevOps Pipeline,Confidential,High,6,8,9,0.98,0.4,0.39,1,2434,8.1
AST-00238,ORG-017,BU-0109,Database Server 238,Database Server,Linux,Production,GCP,eu-west-1,False,owner_258@corp.com,Email,Highly Confidential,Critical,9,10,10,0.9,0.17,0.95,15,1561,10
