remediation_id,vulnerability_id,asset_id,recommended_action,action_category,estimated_cost,implementation_time_days,expected_risk_reduction,expected_loss_reduction,priority,required_control,dependency,recommended_deadline,status
REM-000191,VULN-010093,AST-03874,Disable account,Identity,2345,6,21.9,33564,Low,CTRL-0343,Requires budget approval,2026-09-16,Pending
REM-000192,VULN-007108,AST-03252,Encrypt database,Data Protection,86486,16,29.9,785445,Medium,CTRL-0142,Requires change approval,2026-09-23,Completed
REM-000193,VULN-019183,AST-05373,Encrypt database,Data Protection,69918,10,23.7,396259,High,CTRL-0364,Requires change approval,2026-09-17,Pending
REM-000194,VULN-007592,AST-00774,Enable MFA,Identity,17070,16,40.5,228875,Low,CTRL-0194,Requires budget approval,2026-09-29,Pending
REM-000195,VULN-003321,AST-05664,Apply least privilege,Identity,39225,8,41.2,233938,High,CTRL-0071,None,2026-09-17,Pending
REM-000196,VULN-026039,AST-00872,Apply least privilege,Identity,22721,17,27.8,261481,High,CTRL-0297,None,2026-10-05,Completed
REM-000197,VULN-017014,AST-02636,Enable MFA,Identity,21354,9,43.3,65060,Medium,CTRL-0264,None,2026-09-13,In Progress
REM-000198,VULN-003391,AST-00371,Patch vulnerability,Patching,11358,7,69.3,39136,Critical,CTRL-0106,None,2026-09-12,Pending
REM-000199,VULN-013187,AST-06255,Enable backup,Resilience,37246,8,47.4,310608,High,CTRL-0168,None,2026-09-26,Completed
REM-000200,VULN-018282,AST-03629,Enable backup,Resilience,28553,14,37.1,266762,Low,CTRL-0103,Requires vendor coordination,2026-09-25,Pending
REM-000201,VULN-002033,AST-09184,Deploy EDR,Endpoint,78713,15,40.7,796675,High,CTRL-0178,Requires budget approval,2026-09-26,Pending
REM-000202,VULN-008232,AST-02489,Network segmentation,Network,143506,31,40.1,2094345,High,CTRL-0378,Requires budget approval,2026-10-15,Overdue
REM-000203,VULN-022006,AST-09800,Enable MFA,Identity,29356,13,37.6,380608,High,CTRL-0157,None,2026-09-29,Pending
REM-000204,VULN-022938,AST-09454,Deploy EDR,Endpoint,77779,18,49.0,478170,High,CTRL-0024,Requires change approval,2026-09-25,Overdue
REM-000205,VULN-001810,AST-07586,Enable MFA,Identity,17320,13,43.5,162334,Low,CTRL-0149,Requires budget approval,2026-09-19,Completed
REM-000206,VULN-021232,AST-03452,Fix cloud configuration,Cloud,9813,7,29.0,129407,Low,CTRL-0310,Requires budget approval,2026-09-25,Completed
REM-000207,VULN-008065,AST-03509,Disable account,Identity,1795,4,22.0,8907,Low,CTRL-0109,None,2026-09-12,Completed
REM-000208,VULN-003023,AST-00864,Upgrade firewall,Network,201675,31,33.9,1864955,High,CTRL-0169,None,2026-10-13,Completed
REM-000209,VULN-000294,AST-02302,Deploy EDR,Endpoint,112473,23,35.0,1109550,High,CTRL-0006,Requires change approval,2026-10-08,Pending
REM-000210,VULN-024974,AST-05594,Apply least privilege,Identity,37678,14,33.3,200456,Medium,CTRL-0061,Requires budget approval,2026-09-20,Completed
REM-000211,VULN-024969,AST-06547,Fix cloud configuration,Cloud,8951,7,29.2,131387,Medium,CTRL-0061,None,2026-09-12,In Progress
REM-000212,VULN-000727,AST-00253,Enable MFA,Identity,22997,17,42.2,238472,Critical,CTRL-0163,Requires downtime window,2026-09-28,Pending
REM-000213,VULN-004992,AST-02801,Network segmentation,Network,163130,29,41.0,814138,Low,CTRL-0048,Requires vendor coordination,2026-10-04,Pending
REM-000214,VULN-004288,AST-07888,Disable account,Identity,1610,1,19.9,13320,Medium,CTRL-0307,None,2026-09-17,Completed
REM-000215,VULN-007031,AST-08363,Enable backup,Resilience,41411,11,48.6,341035,Critical,CTRL-0159,Requires downtime window,2026-09-24,Completed
REM-000216,VULN-012426,AST-09810,Upgrade firewall,Network,292902,22,34.1,1529806,Low,CTRL-0030,Requires change approval,2026-09-29,Completed
REM-000217,VULN-012923,AST-04652,Enable backup,Resilience,46242,15,36.0,586839,Medium,CTRL-0198,Requires change approval,2026-09-28,Pending
REM-000218,VULN-019205,AST-04021,Increase monitoring,Monitoring,54985,5,23.2,573923,Medium,CTRL-0094,None,2026-09-14,Pending
REM-000219,VULN-027671,AST-01256,Encrypt database,Data Protection,81616,19,27.0,1167088,High,CTRL-0281,Requires downtime window,2026-10-02,Overdue
REM-000220,VULN-004692,AST-03877,Increase monitoring,Monitoring,72513,9,15.6,332048,Medium,CTRL-0097,Requires change approval,2026-09-23,In Progress
REM-000221,VULN-015952,AST-06048,Enable backup,Resilience,37409,12,45.3,361184,Low,CTRL-0011,Requires budget approval,2026-09-17,Pending
REM-000222,VULN-002038,AST-07007,Network segmentation,Network,195342,35,30.5,1680129,Medium,CTRL-0345,None,2026-10-21,Completed
REM-000223,VULN-016727,AST-03985,Network segmentation,Network,221173,28,39.0,883476,Low,CTRL-0374,Requires vendor coordination,2026-10-09,In Progress
REM-000224,VULN-019718,AST-00412,Encrypt database,Data Protection,48624,13,21.8,374163,Low,CTRL-0102,Requires downtime window,2026-09-19,Completed
REM-000225,VULN-022019,AST-03114,Encrypt database,Data Protection,82185,7,26.1,486384,High,CTRL-0255,None,2026-09-19,Completed
REM-000226,VULN-021550,AST-05951,Deploy EDR,Endpoint,71422,19,52.9,604530,Low,CTRL-0252,Requires vendor coordination,2026-09-23,Completed
REM-000227,VULN-010531,AST-07627,Enable MFA,Identity,15323,11,36.1,149355,Low,CTRL-0240,Requires budget approval,2026-09-27,Completed
REM-000228,VULN-014356,AST-01144,Deploy EDR,Endpoint,78920,20,45.8,1136563,Medium,CTRL-0332,Requires downtime window,2026-10-05,In Progress
REM-000229,VULN-002329,AST-02188,Network segmentation,Network,196495,40,25.2,2822919,Medium,CTRL-0006,Requires change approval,2026-10-28,Overdue
REM-000230,VULN-012615,AST-00074,Patch vulnerability,Patching,16012,9,67.5,109589,Low,CTRL-0058,Requires change approval,2026-09-13,Overdue
REM-000231,VULN-020300,AST-00715,Upgrade firewall,Network,220710,22,33.7,2864948,Medium,CTRL-0101,None,2026-09-28,Completed
REM-000232,VULN-021125,AST-00285,Disable account,Identity,1482,1,20.8,5194,High,CTRL-0222,Requires downtime window,2026-09-05,In Progress
REM-000233,VULN-004393,AST-03456,Upgrade firewall,Network,292898,30,24.8,2779826,High,CTRL-0141,None,2026-10-07,Pending
REM-000234,VULN-022481,AST-00321,Enable backup,Resilience,45334,15,38.5,331626,High,CTRL-0256,Requires downtime window,2026-09-30,In Progress
REM-000235,VULN-020971,AST-02696,Disable account,Identity,1498,1,18.8,6734,Low,CTRL-0265,Requires downtime window,2026-09-06,Overdue
REM-000236,VULN-014442,AST-06186,Increase monitoring,Monitoring,61536,8,21.8,903706,Critical,CTRL-0248,Requires vendor coordination,2026-09-19,Completed
REM-000237,VULN-013630,AST-06966,Disable account,Identity,2677,9,18.1,29274,Medium,CTRL-0028,Requires budget approval,2026-09-14,Pending
REM-000238,VULN-005971,AST-09695,Deploy EDR,Endpoint,81931,22,52.1,1011365,High,CTRL-0117,Requires vendor coordination,2026-10-10,In Progress
REM-000239,VULN-003418,AST-07973,Disable account,Identity,2444,1,22.1,18172,Low,CTRL-0348,Requires budget approval,2026-09-15,Pending
REM-000240,VULN-026369,AST-07561,Enable MFA,Identity,19192,11,40.3,197478,Low,CTRL-0254,None,2026-09-17,Pending
REM-000241,VULN-025001,AST-03920,Increase monitoring,Monitoring,44131,7,16.2,166106,High,CTRL-0216,Requires vendor coordination,2026-09-21,In Progress
REM-000242,VULN-025330,AST-02654,Upgrade firewall,Network,150475,30,26.9,1731647,Critical,CTRL-0310,Requires downtime window,2026-10-05,Pending
REM-000243,VULN-015323,AST-04292,Enable backup,Resilience,32921,3,44.1,461661,Critical,CTRL-0022,Requires budget approval,2026-09-18,Completed
REM-000244,VULN-005172,AST-05084,Fix cloud configuration,Cloud,7232,5,33.6,59660,Low,CTRL-0066,Requires vendor coordination,2026-09-11,Completed
REM-000245,VULN-008285,AST-01282,Apply least privilege,Identity,24822,20,42.0,112647,Medium,CTRL-0070,None,2026-10-07,Completed
REM-000246,VULN-024053,AST-04426,Enable MFA,Identity,26662,4,39.6,254323,Critical,CTRL-0342,Requires change approval,2026-09-12,In Progress
REM-000247,VULN-000385,AST-07410,Network segmentation,Network,186218,27,38.9,1370974,High,CTRL-0088,Requires budget approval,2026-10-10,Pending
REM-000248,VULN-007297,AST-09367,Enable MFA,Identity,21259,13,39.5,296065,High,CTRL-0237,Requires change approval,2026-09-18,Pending
REM-000249,VULN-009999,AST-04250,Disable account,Identity,2967,1,17.2,25190,Medium,CTRL-0093,Requires downtime window,2026-09-17,Pending
REM-000250,VULN-015514,AST-03781,Patch vulnerability,Patching,10858,12,46.4,148997,Critical,CTRL-0191,Requires downtime window,2026-09-25,Pending
REM-000251,VULN-020574,AST-00680,Enable backup,Resilience,42102,4,50.7,183175,Low,CTRL-0109,Requires budget approval,2026-09-13,Completed
REM-000252,VULN-015760,AST-09243,Upgrade firewall,Network,174030,22,33.6,1374408,Medium,CTRL-0048,Requires vendor coordination,2026-10-05,Completed
REM-000253,VULN-003732,AST-03135,Disable account,Identity,2453,7,22.0,19570,Medium,CTRL-0050,Requires budget approval,2026-09-21,Pending
REM-000254,VULN-012902,AST-03533,Enable MFA,Identity,24222,14,30.0,144755,Low,CTRL-0132,Requires vendor coordination,2026-09-20,Completed
REM-000255,VULN-005444,AST-09440,Upgrade firewall,Network,287139,31,23.9,1601681,Low,CTRL-0334,Requires downtime window,2026-10-19,In Progress
REM-000256,VULN-023483,AST-00657,Patch vulnerability,Patching,14158,9,53.4,199524,Low,CTRL-0182,Requires change approval,2026-09-25,Completed
REM-000257,VULN-020109,AST-01081,Enable MFA,Identity,15041,7,39.8,156695,Critical,CTRL-0392,Requires downtime window,2026-09-14,Pending
REM-000258,VULN-023036,AST-05842,Disable account,Identity,2153,1,15.7,11742,High,CTRL-0323,Requires vendor coordination,2026-09-14,Completed
REM-000259,VULN-018244,AST-02501,Network segmentation,Network,197256,38,24.7,2562624,Critical,CTRL-0143,Requires vendor coordination,2026-10-18,In Progress
REM-000260,VULN-019956,AST-07093,Apply least privilege,Identity,28900,19,31.5,88445,Medium,CTRL-0360,Requires vendor coordination,2026-09-26,Completed
REM-000261,VULN-021385,AST-07496,Patch vulnerability,Patching,21033,2,45.5,144966,High,CTRL-0155,None,2026-09-12,In Progress
REM-000262,VULN-014180,AST-06479,Deploy EDR,Endpoint,112982,24,36.1,681963,Low,CTRL-0197,Requires change approval,2026-10-02,Pending
REM-000263,VULN-016960,AST-04274,Encrypt database,Data Protection,69192,8,24.0,531153,High,CTRL-0030,None,2026-09-15,Pending
REM-000264,VULN-010011,AST-08965,Upgrade firewall,Network,272913,27,27.6,1727386,High,CTRL-0256,Requires budget approval,2026-10-15,Completed
REM-000265,VULN-004649,AST-08424,Disable account,Identity,2243,10,16.1,27853,Medium,CTRL-0139,Requires budget approval,2026-09-15,In Progress
REM-000266,VULN-017550,AST-09110,Disable account,Identity,1990,2,19.4,18110,Medium,CTRL-0022,None,2026-09-19,In Progress
REM-000267,VULN-011561,AST-00245,Increase monitoring,Monitoring,42678,8,21.0,439318,Critical,CTRL-0350,Requires budget approval,2026-09-15,Pending
REM-000268,VULN-020783,AST-02677,Patch vulnerability,Patching,21099,5,68.2,231164,Critical,CTRL-0276,None,2026-09-10,Completed
REM-000269,VULN-020251,AST-00103,Disable account,Identity,2889,8,20.6,31082,Critical,CTRL-0246,Requires vendor coordination,2026-09-24,Pending
REM-000270,VULN-003063,AST-04747,Apply least privilege,Identity,30915,16,29.4,458033,Low,CTRL-0330,Requires change approval,2026-09-25,Pending
REM-000271,VULN-018053,AST-02103,Deploy EDR,Endpoint,81183,21,36.5,382897,Critical,CTRL-0238,None,2026-10-06,Pending
REM-000272,VULN-005411,AST-07677,Apply least privilege,Identity,28321,11,29.5,230889,Medium,CTRL-0150,Requires downtime window,2026-09-17,In Progress
REM-000273,VULN-015976,AST-03477,Encrypt database,Data Protection,45102,17,26.2,206478,Low,CTRL-0030,Requires change approval,2026-09-28,Completed
REM-000274,VULN-003988,AST-06161,Increase monitoring,Monitoring,38716,9,14.1,128375,High,CTRL-0320,None,2026-09-17,Pending
REM-000275,VULN-006409,AST-07554,Upgrade firewall,Network,149039,27,31.9,540922,High,CTRL-0281,Requires change approval,2026-10-15,In Progress
REM-000276,VULN-004308,AST-07949,Upgrade firewall,Network,164170,31,35.7,873136,High,CTRL-0043,Requires vendor coordination,2026-10-16,Overdue
REM-000277,VULN-004509,AST-03035,Increase monitoring,Monitoring,49265,5,23.4,623312,High,CTRL-0379,Requires vendor coordination,2026-09-13,Pending
REM-000278,VULN-001197,AST-07278,Apply least privilege,Identity,35184,13,33.9,175222,High,CTRL-0223,None,2026-09-28,Pending
REM-000279,VULN-005447,AST-07750,Disable account,Identity,2513,2,21.2,11731,Medium,CTRL-0240,Requires vendor coordination,2026-09-08,Overdue
REM-000280,VULN-016139,AST-01610,Deploy EDR,Endpoint,109197,14,33.6,1396719,Critical,CTRL-0379,None,2026-09-18,Pending
REM-000281,VULN-024055,AST-07540,Disable account,Identity,1635,9,19.8,23099,High,CTRL-0163,Requires downtime window,2026-09-25,Pending
REM-000282,VULN-025638,AST-05745,Encrypt database,Data Protection,59904,18,24.7,698036,Low,CTRL-0269,None,2026-09-26,Overdue
REM-000283,VULN-004748,AST-02573,Network segmentation,Network,208141,29,36.6,2761505,High,CTRL-0254,Requires change approval,2026-10-03,Pending
REM-000284,VULN-023070,AST-07424,Upgrade firewall,Network,220854,26,25.1,1644115,Medium,CTRL-0302,None,2026-10-12,In Progress
REM-000285,VULN-029594,AST-06180,Upgrade firewall,Network,263783,26,26.8,1852465,Medium,CTRL-0185,Requires budget approval,2026-10-03,Completed
REM-000286,VULN-021377,AST-02524,Increase monitoring,Monitoring,71315,5,23.9,642966,Medium,CTRL-0337,Requires change approval,2026-09-18,Pending
REM-000287,VULN-013167,AST-00146,Increase monitoring,Monitoring,39788,13,23.0,567725,Medium,CTRL-0242,Requires downtime window,2026-09-23,Pending
REM-000288,VULN-009074,AST-01674,Fix cloud configuration,Cloud,12782,9,23.5,120017,Medium,CTRL-0237,Requires vendor coordination,2026-09-16,Pending
REM-000289,VULN-006443,AST-03443,Apply least privilege,Identity,37893,12,31.0,204946,Medium,CTRL-0194,Requires budget approval,2026-09-19,Completed
REM-000290,VULN-019685,AST-06073,Apply least privilege,Identity,42858,17,31.1,409482,Critical,CTRL-0030,Requires budget approval,2026-10-05,Completed
REM-000291,VULN-007878,AST-07398,Enable MFA,Identity,20718,17,45.1,189989,Low,CTRL-0378,Requires vendor coordination,2026-09-28,Overdue
REM-000292,VULN-013122,AST-03195,Encrypt database,Data Protection,62242,19,20.5,339495,Critical,CTRL-0022,Requires downtime window,2026-09-27,In Progress
REM-000293,VULN-009944,AST-03358,Upgrade firewall,Network,179401,26,27.3,1393631,High,CTRL-0359,Requires budget approval,2026-10-07,Completed
REM-000294,VULN-027793,AST-02900,Deploy EDR,Endpoint,64801,19,52.8,403235,Low,CTRL-0390,None,2026-09-26,Pending
REM-000295,VULN-012039,AST-00386,Fix cloud configuration,Cloud,14829,12,21.3,71649,High,CTRL-0208,Requires downtime window,2026-09-24,Pending
REM-000296,VULN-028804,AST-06971,Fix cloud configuration,Cloud,14899,10,34.8,203876,Medium,CTRL-0303,Requires budget approval,2026-09-15,Pending
REM-000297,VULN-016504,AST-04729,Encrypt database,Data Protection,63168,8,24.1,825147,Medium,CTRL-0099,Requires change approval,2026-09-12,Pending
REM-000298,VULN-012267,AST-01292,Patch vulnerability,Patching,15018,6,50.8,112238,Low,CTRL-0380,Requires budget approval,2026-09-19,Pending
REM-000299,VULN-004347,AST-06102,Fix cloud configuration,Cloud,9247,8,26.0,42752,High,CTRL-0031,None,2026-09-24,In Progress
REM-000300,VULN-015797,AST-03696,Encrypt database,Data Protection,42273,17,22.1,401321,Low,CTRL-0332,Requires vendor coordination,2026-10-01,In Progress
REM-000301,VULN-009475,AST-07579,Apply least privilege,Identity,38670,8,30.1,563498,Medium,CTRL-0277,Requires budget approval,2026-09-23,Completed
REM-000302,VULN-018410,AST-08764,Fix cloud configuration,Cloud,8997,10,23.5,81895,Low,CTRL-0354,None,2026-09-20,Pending
REM-000303,VULN-000272,AST-05773,Fix cloud configuration,Cloud,10398,3,28.6,88727,Critical,CTRL-0328,None,2026-09-21,Pending
REM-000304,VULN-023833,AST-06729,Enable MFA,Identity,27763,5,28.2,126037,Low,CTRL-0108,Requires budget approval,2026-09-13,Pending
REM-000305,VULN-024772,AST-08971,Network segmentation,Network,211509,32,38.7,2853591,Medium,CTRL-0207,Requires change approval,2026-10-20,In Progress
REM-000306,VULN-022147,AST-00054,Enable MFA,Identity,21871,14,45.7,235742,Low,CTRL-0367,None,2026-09-19,In Progress
REM-000307,VULN-011129,AST-00879,Apply least privilege,Identity,21272,8,30.7,160287,Medium,CTRL-0335,Requires budget approval,2026-09-17,Pending
REM-000308,VULN-000923,AST-02364,Increase monitoring,Monitoring,74235,11,16.2,1023309,Low,CTRL-0124,Requires downtime window,2026-09-27,In Progress
REM-000309,VULN-025533,AST-02947,Enable MFA,Identity,22647,16,34.3,319636,Medium,CTRL-0002,None,2026-10-03,Completed
REM-000310,VULN-009949,AST-02085,Apply least privilege,Identity,24533,20,33.4,85506,Low,CTRL-0249,Requires downtime window,2026-09-28,Overdue
REM-000311,VULN-003279,AST-05481,Fix cloud configuration,Cloud,11132,1,22.0,83254,Low,CTRL-0117,Requires vendor coordination,2026-09-09,Completed
REM-000312,VULN-006399,AST-03184,Deploy EDR,Endpoint,69606,16,47.5,810698,Critical,CTRL-0173,Requires vendor coordination,2026-09-21,Overdue
REM-000313,VULN-010880,AST-01525,Patch vulnerability,Patching,14399,5,65.6,107655,High,CTRL-0386,None,2026-09-14,Overdue
REM-000314,VULN-021504,AST-04563,Increase monitoring,Monitoring,68479,17,21.0,566144,Low,CTRL-0252,Requires change approval,2026-10-05,Completed
REM-000315,VULN-021694,AST-01123,Disable account,Identity,1926,1,22.8,12292,High,CTRL-0042,Requires budget approval,2026-09-13,Pending
REM-000316,VULN-005277,AST-03589,Fix cloud configuration,Cloud,7998,3,30.8,106259,Medium,CTRL-0210,Requires downtime window,2026-09-20,Completed
REM-000317,VULN-015156,AST-08371,Apply least privilege,Identity,42039,10,28.4,426667,Low,CTRL-0118,Requires budget approval,2026-09-21,Completed
REM-000318,VULN-028250,AST-03836,Increase monitoring,Monitoring,67565,12,21.1,985812,High,CTRL-0350,None,2026-09-24,Pending
REM-000319,VULN-026120,AST-03998,Enable MFA,Identity,17822,7,42.6,134972,Medium,CTRL-0082,Requires change approval,2026-09-16,Overdue
REM-000320,VULN-009614,AST-06565,Fix cloud configuration,Cloud,11422,2,22.4,50137,Medium,CTRL-0082,Requires vendor coordination,2026-09-11,Pending
REM-000321,VULN-000040,AST-02299,Encrypt database,Data Protection,71410,8,25.9,440843,Critical,CTRL-0252,Requires downtime window,2026-09-17,Completed
REM-000322,VULN-007589,AST-08492,Apply least privilege,Identity,42360,16,40.1,581325,Medium,CTRL-0341,Requires budget approval,2026-09-23,Overdue
REM-000323,VULN-011438,AST-00684,Deploy EDR,Endpoint,114236,11,53.7,1208507,High,CTRL-0272,Requires change approval,2026-09-19,Overdue
